id,question,answer
458,"A company has 500 employees, each paid $12 per hour, working 10 hours a day, five days a week, 4 weeks a month. In August, the amount of work increased, and the company hired 200 more people. How much money does the company pay in total per month after the new hires?","The total pay per employee in a day is 12*10 = $<<12*10=120>>120
An employee works for 5*4 = <<5*4=20>>20 days in a month.
The total amount of money paid to each employee monthly is 20*120 = $<<20*120=2400>>2400
When the number of employees increased to 500+200 = <<500+200=700>>700 after the new hires in August.
The company pays a total of 700*2400 = $<<700*2400=1680000>>1680000 per month to its employees
#### 1680000"
459,"You have 32$ to spend on groceries.  You buy a loaf of bread for 3$, a candy bar for 2$, and 1/3 of whats left on a Turkey.  How much money do you have left?","32-3=<<32-3=29>>29
29-2=<<29-2=27>>27
27(1/3)=9
27-9=<<27-9=18>>18$
#### 18"
461,"Allen ordered five boxes of pizza, which cost $7 each box. He then gave a tip which amounts to 1/7 of the total cost of his order. If he gave the delivery man $100, how much change did he receive?","The total cost of five boxes of pizza is $7 x 5 =$<<7*5=35>>35.
He gave $35 x 1/7 = $<<35*1/7=5>>5 tip to the delivery man.
He spent a total of $35 + $5 = $<<35+5=40>>40 for the pizza and the tip.
The change that he received is $100 - $40 = $<<100-40=60>>60.
#### 60"
463,"There are 84 people waiting in line to ride a roller coaster at an amusement park.  The roller coaster has 7 cars, and each car seats 2 people.  How many times will the ride operator have to run the roller coaster to give everyone in line a turn?","Each run will hold 7 * 2 = <<7*2=14>>14 people.
The ride will have to run 84 / 14 = <<84/14=6>>6 times.
#### 6"
464,"Chris has twelve marbles, and Ryan has twenty-eight marbles. If they put marbles together in a pile and then each takes away 1/4 of marbles from the pile, calculate the number of marbles remaining in the pile.","If Chris and Ryan put together their marbles in a pile, the pile will have 12+28 = <<12+28=40>>40 marbles.
If they then take 1/4 of the marbles each, every person will receive 1/4*40 = <<1/4*40=10>>10 marbles.
Both of them will have taken a total of 10+10 = <<10+10=20>>20 marbles.
The number of marbles remaining in the pile is 40-20 = <<40-20=20>>20
#### 20"
465,"Jenna is on a road trip. She drives for 2 hours at 60mph. She takes a bathroom break, and then she continues driving for 3 hours at 50 mph. She can drive for 30 miles on one gallon of gas. If one gallon of gas costs $2, how much money does she spend on gas for her trip?","First she drives 2 hours * 60 mph = <<2*60=120>>120 miles
Then she drives 3 hours * 50 mph = <<3*50=150>>150 miles
The total miles driven is 120 + 150 = <<120+150=270>>270 miles
Jenna uses 270 / 30 = <<270/30=9>>9 gallons of gas.
The cost of gas is 9 * $2 = $<<9*2=18>>18
#### 18"
466,"Mary has a mystery book library. She started with 72 mystery books at the beginning of the year. She joined a book club that sent her 1 book each month of the year. She went to a bookstore halfway through the year and bought 5 more books, then bought 2 books at yard sales later. Her daughter gave her another book for her birthday, and her mother gave her a series of 4 books when Mary visited her. She donated 12 books she didn't want to read again to a charity shop and sold 3 to a used book store. How many books did she have at the end of the year?","Mary got 1 * 12 = <<1*12=12>>12 books from the book club.
She bought 5 + 2 = <<5+2=7>>7 books.
She was given 1 + 4 = <<1+4=5>>5 books.
She got rid of 12 + 3 = <<12+3=15>>15 books.
Thus, at the end of the year she had 72 + 12 + 7 + 5 - 15 = <<72+12+7+5-15=81>>81 books.
#### 81"
467,Susan has 3 fish tanks to fill. 1 fish tank contains 7 goldfish and 8 beta fish. The second fish tank contains twice as many fish as the first tank and the third fish tank has a third of the number of fish in the second fish tank. How many fish are in the third fish tank?,"In the first fish tank, there are 7 goldfish + 8 beta fish = <<7+8=15>>15 fish.
The second fish tank therefore has 15 fish in the first tank * 2 = <<15*2=30>>30 fish.
So the third tank has 30 fish in the second fish tank / 3 = <<30/3=10>>10 fish.
#### 10"
469,Danny is bringing his sailboat out to the ocean. When he uses his 24 square foot sail he goes 50 MPH. When he uses his 12 square foot sail he goes 20 MPH. He plans to travel 200 miles. How many hours faster is the bigger sail than the smaller one?,"The bigger sail will make the trip in 4 hours because 200 / 50 = <<200/50=4>>4
The smaller sail will make the trip in 10 hours because 200 / 20 = <<200/20=10>>10
The bigger sail will be 6 hours faster because 10 - 4 = <<10-4=6>>6
#### 6"
470,"Anna is making gingerbread cookies. She gives 6 of them red hats, 9 of them blue boots, and 3 of them both red hats and blue boots. What percentage of the gingerbread men have red hats?","The first step to find the total number of gingerbread men is to add the number with each decoration: 6 men + 9 men = <<6+9=15>>15 men
Then subtract the number of gingerbread men with both decorations to find the total number of gingerbread men: 15 men - 3 men = <<15-3=12>>12 men
Then divide the number of gingerbread men with red hats by the total number and multiply by 100% to express the answer as a percentage: 6 men / 12 men * 100% = 50%
#### 50"
472,"In a fundraiser car wash activity, the 5th graders raised $147 on Friday. On Saturday, they made $7 more than twice their Friday earnings. Their earnings on Sunday are $78 more than their earnings on Friday. How much did they earn in three days?","Twice their Friday's earnings is $147 x 2 = $<<147*2=294>>294.
So, their Saturday earnings was $294 + $7 = $<<294+7=301>>301.
Their Sunday earnings was $147 + $78 = $<<147+78=225>>225.
Therefore, their total earnings in three days was $147 + $301 + $225 = $<<147+301+225=673>>673.
#### 673"
473,"In a game, Samanta has 8 more points than Mark, and Mark has 50% more points than Eric. Eric has 6 points. How many points do Samanta, Mark, and Eric have in total?","Mark has 50/100 * 6 = <<50/100*6=3>>3 points more than Eric.
So Mark has 6 + 3 = <<6+3=9>>9 points.
That means Samanta has 9 + 8 = <<9+8=17>>17 points.
So in total Samanta, Mark, and Eric have 6 + 9 + 17 = <<6+9+17=32>>32 points.
#### 32"
474,"Jackson wants to start saving for the vacation that he’s taking next August, 15 months away.  He wants to save $3,000.00.  If he gets paid 2 times a month how much money does he need to set aside, per paycheck, to have enough money saved for his vacation?","He has 15 months to save $3,000.00 so that’s 3000/15 = $<<3000/15=200.00>>200.00 a month
He gets paid twice a month so he needs to save 200/2 = $<<200/2=100.00>>100.00 from each paycheck
#### 100"
476,The show Magic King was on the air for 10 seasons and 20 episodes per season for the first half of seasons and 25 for the second half of the show.  How many total episodes were there?,"Half the number of shows is 10/2=<<10/2=5>>5 seasons
So the first 5 seasons contributed 5*20=<<5*20=100>>100 episodes
The second 5 seasons contributed 5*25=<<5*25=125>>125 episodes
So there were a total of 100+125=<<100+125=225>>225 episodes
#### 225"
477,James earns $20 an hour while working at his main job.  He earns 20% less while working his second job.  He works 30 hours at his main job and half that much at his second job.  How much does he earn per week?,"James earns 20*.2=$<<20*.2=4>>4 less while working his second job
So he earns 20-4=$<<20-4=16>>16 an hour
At his first job he earns 20*30=$<<20*30=600>>600
He works 30/2=<<30/2=15>>15 hours at his second job
So he earns 15*16=$<<15*16=240>>240
So he earns 600+240=$<<600+240=840>>840 a week
#### 840"
478,Hani said she would do 3 more situps per minute than Diana would. Diana then did 40 situps at a rate of 4 situps per minute. Calculate the total number of situps they did together.,"Since Diana did 40 situps at a rate of 4 situps/minute, she did situps for 40 / 4 = <<40/4=10>>10 minutes
Hani had to do 3 + 4 = <<3+4=7>>7 situps per minute if Diana did 4 situps per minute.
So over the 10 minutes Hani did 7*10 = <<7*10=70>>70 situps.
Together, the total number of situps they did is 70+40 = <<70+40=110>>110
#### 110"
479,John's hair grows 1.5 inches every month.  Every time it gets to 9 inches long he cuts it down to 6 inches.  A haircut costs $45 and he gives a 20% tip.  How much does he spend on haircuts a year?,"He cuts off 9-6=<<9-6=3>>3 inches when he gets a haircut
That means he needs to cut it every 3/1.5=<<3/1.5=2>>2 months
So he gets 12/2=<<12/2=6>>6 haircuts a year
He gives a 45*.2=$<<45*.2=9>>9 tip
So that means each hair cut cost 45+9=$<<45+9=54>>54
So he pays 54*6=$<<54*6=324>>324 a year
#### 324"
480,"Sarah interviewed 450 students at her school and asked them which fruit they liked best - oranges, apples, pears or strawberries. 70 students said they liked oranges, 120 students said they liked pears, and 147 students said they liked apples. How many students picked strawberries as their favorite fruit from the list?","First, you have to add the number of students that liked the three other fruits. Therefore, you have to add 70 + 120 + 147. This gives you a sum of 337.
We know that 450 students were interviewed, so you have to subtract 337 from 450 to get the number of students who liked strawberries. 450 - 337 = <<450-337=113>>113 students liked strawberries best out of all of the fruits.
#### 113"
481,Ten more than twice the number of birds on the fence is 50. How many birds are on the fence?,"Let x be the number of birds on the fence. We know that 10 + 2*x = 50.
Subtracting 10 from both sides, we get 2*x = 50 - 10 = 40
Dividing both sides by 2, we get x = 20
#### 20"
482,"Kylie and Kayla pick apples together and take home 340 apples total. If Kayla picked 10 more than 4 times the amount of apples that Kylie picked, how many apples did Kayla pick?","Let x be the number of apples Kylie picked
Kayla picked 10+4x apples
340=x+(10+4x)
340=5x+10
330=5x
x=66 apples
Kayla picked 10+4(66)=274 apples
#### 274"
483,"On a farm, on average every 6 cows produce 108 liters of milk per week. In five weeks the cows produced 2160 liters of milk. How many cows are on the farm?","Per week, one cow produces 108 liters / 6 cows = <<108/6=18>>18 liters/cow.
The cows produced 2160 liters of milk over 5 weeks. So we have 2160 liters / 18 liters/cow = <<2160/18=120>>120 cows.
Further, we have to divide 120 cows / 5 weeks = <<120/5=24>>24 cows.
#### 24"
485,Mary had 89 stickers.  She used 3 large stickers on the front page of her journal and 7 stickers each to 6 other pages of her journal. How many stickers does Mary have remaining?,"Mary added a total of 7 stickers/page * 6 pages= <<7*6=42>>42 stickers to the 6 other pages.
In total, Mary added 3 large stickers + 42 stickers = <<3+42=45>>45 stickers to her journal.
Since she started with 89 stickers, she now has 89 - 45 = <<89-45=44>>44 stickers left.
#### 44"
486,Jon buys 2 coffees a day from his favorite coffee shop.  They cost $2 each.  How much does he spend in April?,"He spends 2*$2=$<<2*2=4>>4 per day
April has 30 days so he spends $4*30=$<<4*30=120>>120
#### 120"
490,"A married couple and their 6 children are ordering some pizza. If the couple want 3 slices each and the children want 1 slice each, how many 4-slice pizzas should they order?","The couple want 3 slices each for a total of 2*3 = <<3*2=6>>6 slices
The children want 1 slice each for a total of 1*6 = <<1*6=6>>6 slices
They want 6+6 = <<6+6=12>>12 slices in total
Each pizza has 4 slices so they need 12/4 = <<12/4=3>>3 pizzas
#### 3"
491,"Peggy fell off her bike and skinned her knees.  She needed two bandages on her left knee and three bandages on her right knee.  If the box of bandages had 8 less than two dozen bandages before Peggy skinned her knees, how many bandages were left in the box after Peggy finished putting bandages on her knees?","Two dozen is 12*2=<<12*2=24>>24.
Eight less than two dozen bandages is 24-8=<<24-8=16>>16 bandages.
She needed two bandages on her left knee and three bandages on her right knee for a total of 2+3=<<2+3=5>>5 bandages.
Therefore, after Peggy finished putting bandages on her knees there were 16-5=<<16-5=11>>11 bandages remaining in the box.
#### 11"
