id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
381,"A city sidewalk scene consisting of two men with dreadlocks sitting on the ground, a punk rocker holding books, a woman with a camera walking away, and a man wearing a long coat, scarf, hat, and sunglasses looking away from the picture.","[""city sidewalk scene"", ""two men"", ""a punk rocker"", ""a woman"", ""a man""]","[""city sidewalk"", ""two men"", ""a punk rocker"", ""a woman"", ""a man""]","[""city sidewalk scene"", ""two men"", ""a punk rocker"", ""a woman"", ""a man""]","[""city sidewalk scene"", ""two men"", ""a punk rocker"", ""a woman"", ""a man""]"
382,"A man with a green hat in a small boat named ""Texas Mooring"", in the water.","[""A man"", ""in a small boat named \""Texas Mooring\""""]","[""man"", ""in a"", ""small boat""]","[""A man"", ""in a small boat"", ""named \""Texas Mooring\""""]","[""A man"", ""in a small boat""]"
383,A religious gathering reading a book.,"[""religious gathering"", ""reading a book""]","[""reading a book""]","[""religious gathering"", ""reading"", ""book""]",[]
384,A football player prepares to throw the ball.,"[""football player"", ""prepares""]","[""football player"", ""prepares to throw the ball""]","[""football player"", ""prepares""]","[""football player"", ""prepares""]"
385,A man with two dogs plays ball in a field of grass.,"[""plays ball"", ""in a field of grass""]","[""field of grass""]","[""field of grass""]","[""plays ball"", ""in a field of grass""]"
386,"A man in a business suit is walking down the street, pulling luggage.","[""A man in a business suit"", ""walking down the street"", ""pulling luggage""]","[""man in a business suit"", ""walking down the street"", ""pulling luggage""]","[""A man in a business suit"", ""walking down the street"", ""pulling luggage""]","[""A man in a business suit"", ""walking down the street"", ""pulling luggage""]"
387,A man excitedly pushing in lawn mower in the backyard of a house.,"[""in the backyard""]","[""pushing in lawn mower"", ""in the backyard""]","[""man"", ""backyard""]","[""in the backyard""]"
388,A man is playing tug-of-war with his dog.,"[""playing"", ""tug-of-war"", ""dog""]","[""man"", ""playing tug-of-war"", ""dog""]","[""man"", ""playing tug-of-war"", ""dog""]","[""man"", ""playing"", ""tug-of-war"", ""dog""]"
389,A fluffy white dog is coming out of a blue striped obstacle shute.,"[""fluffy""]","[""fluffy""]","[""fluffy white dog""]","[""fluffy""]"
390,Young woman trying to keep the Jenga tower stable.,"[""trying to keep"", ""Jenga tower stable""]","[""trying to keep the Jenga tower stable""]","[""Young woman"", ""trying to keep"", ""Jenga tower stable""]","[""Young woman trying to keep the Jenga tower stable""]"
393,A shirtless man is rock climbing on a vertical rock face.,"[""shirtless man"", ""rock climbing""]","[""shirtless man"", ""rock climbing""]","[""shirtless man"", ""rock climbing""]","[""shirtless"", ""man"", ""rock climbing""]"
394,A person in a hard hat is doing some work on a train track.,"[""A person"", ""in a hard hat"", ""doing some work"", ""on a train track""]","[""A person in a hard hat""]","[""A person in a hard hat""]","[""A person"", ""a hard hat""]"
395,A goalie is catching a soccer ball.,"[""goalie"", ""catching"", ""soccer ball""]","[""goalie"", ""catching a soccer ball""]","[""goalie"", ""catching"", ""soccer ball""]","[""goalie"", ""catching"", ""soccer ball""]"
397,Two female members of team USA performing a jump high-five surrounded by two other female members.,"[""female""]","[""female"", ""female""]","[""female members"", ""female members""]","[""female"", ""female""]"
399,A shirtless man with a race placard on his butt is posing like a body-builder.,"[""man"", ""posing"", ""race placard on his butt"", ""like a body-builder""]","[""man"", ""posing like a body-builder""]","[""man"", ""posing like a body-builder"", ""race placard on his butt""]","[""man"", ""posing like a body-builder""]"
400,A person with a variety of different wares standing amongst several others on a dirt road.,"[""A person"", ""with a variety of different wares"", ""amongst several others"", ""on a dirt road""]","[""A person"", ""with a variety of different wares"", ""standing"", ""amongst several others"", ""on a dirt road""]","[""A person with a variety of different wares"", ""standing amongst several others"", ""on a dirt road""]","[""A person"", ""with a variety of different wares"", ""amongst several others"", ""on a dirt road""]"
401,A man in a heavy coat makes repairs at a train station.,"[""A man in a heavy coat"", ""makes repairs"", ""at a train station""]","[""A man in a heavy coat"", ""makes repairs"", ""at a train station""]","[""A man"", ""heavy coat"", ""makes repairs"", ""at a train station""]","[""A man in a heavy coat"", ""makes repairs"", ""at a train station""]"
402,A ceremonial parade being held is passing over a street corner by the bay.,"[""by the bay""]","[""parade"", ""passing over a street corner by the bay""]","[""A ceremonial parade"", ""by the bay""]","[""parade"", ""by the bay""]"
403,Three people in a group of cars in what appears to be a city scene; two of them carrying a large bottle and one is a female dressed in high heels.,"[""people"", ""cars"", ""city scene""]","[""people"", ""cars"", ""carrying a large bottle"", ""dressed in high heels""]","[""Three people"", ""in a group of cars""]","[""Three people"", ""in a group of cars"", ""city scene"", ""carrying a large bottle"", ""dressed in high heels""]"
404,Asian girls line up near some flags.,"[""Asian girls"", ""line up"", ""near some flags""]","[""Asian girls"", ""line up"", ""near some flags""]","[""Asian girls"", ""line up"", ""near some flags""]","[""Asian girls"", ""line up"", ""near some flags""]"
405,Men working with hoses and a large blue and white truck.,"[""Men working with hoses"", ""a large blue and white truck""]","[""Men working with hoses"", ""a large blue and white truck""]","[""Men working with hoses"", ""blue and white truck""]","[""Men working with hoses"", ""large blue and white truck""]"
407,A boy wearing a blue shirt riding a gray horse on a gravel path through the green overgrown field.,"[""riding a gray horse"", ""on a gravel path"", ""through the green overgrown field""]","[""boy"", ""riding a gray horse"", ""on a gravel path""]","[""riding a gray horse"", ""on a gravel path"", ""through the green overgrown field""]","[""boy"", ""riding"", ""horse"", ""gravel path"", ""green overgrown field""]"
409,A crowd of people gathered in a public place outdoors sitting at picnic tables.,"[""outdoors"", ""at picnic tables""]","[""outdoors"", ""picnic tables""]","[""outdoors"", ""at picnic tables""]","[""outdoors"", ""at picnic tables""]"
410,A couple sharing in an embrace,"[""A couple"", ""an embrace""]","[""an embrace""]","[""an embrace""]","[""A couple"", ""embrace""]"
411,"At the corner of an intersection, a black vehicle waits as a woman in black holding a bag is crossing the street.","[""a woman"", ""is crossing"", ""the street""]","[""woman"", ""crossing the street""]","[""a woman"", ""is crossing the street""]","[""a woman"", ""is crossing the street""]"
412,A young man is shooting pool.,"[""shooting pool""]","[""shooting pool""]","[""shooting pool""]","[""shooting pool""]"
413,A group of men stand in line in a dimly-lit restaurant bar.,"[""men"", ""stand in line"", ""restaurant bar""]","[""stand in line"", ""restaurant bar""]","[""men"", ""stand in line"", ""dimly-lit restaurant bar""]","[""men"", ""stand in line"", ""restaurant bar""]"
414,"Two men, one in yellow, are on a wooden boat.","[""Two men"", ""on a wooden boat""]","[""Two men"", ""on a wooden boat""]","[""Two men"", ""wooden boat""]","[""Two men"", ""on a wooden boat""]"
415,Five men stand outside and look like they are about to work.,"[""Five men"", ""look like they are about to work""]","[""Five men"", ""about to work""]","[""Five men"", ""stand"", ""look like they are about to work""]","[""Five men"", ""stand outside"", ""look like they are about to work""]"
416,a man in scrubs stands next to a computer,"[""a man in scrubs stands next to a computer""]","[""a man in scrubs"", ""stands next to a computer""]","[""a man in scrubs stands next to a computer""]","[""a man in scrubs stands next to a computer""]"
417,The women is washing the newborn baby.,"[""washing"", ""newborn baby""]","[""washing"", ""newborn baby""]","[""washing"", ""the newborn baby""]","[""washing"", ""newborn baby""]"
420,"Man grilling hotdogs, buns, peppers and other foods while another man stands behind him posing.","[""Man grilling hotdogs"", ""another man stands behind him posing""]","[""Man grilling"", ""another man stands behind him posing""]","[""Man grilling"", ""another man stands behind him posing""]","[""Man grilling"", ""another man stands behind him posing""]"
421,"Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt are climbing on a crosswalk signal pole.","[""in good spirits""]","[""good spirits""]","[""good spirits""]","[""good spirits""]"
422,A man in a white shirt is walking a dog on the side of a street.,"[""A man"", ""walking a dog"", ""on the side of a street""]","[""walking a dog"", ""on the side of a street""]","[""A man"", ""walking a dog"", ""on the side of a street""]","[""man"", ""walking a dog"", ""on the side of a street""]"
424,A mid sized mixed gender choir sings while the director motions to keep beat.,"[""choir sings"", ""director motions to keep beat""]","[""sings"", ""director motions to keep beat""]","[""choir sings"", ""director motions to keep beat""]","[""choir sings"", ""the director motions to keep beat""]"
425,A large amount of people at an outdoor festival.,"[""A large amount of people"", ""at an outdoor festival""]","[""A large amount of people"", ""outdoor festival""]","[""A large amount of people"", ""an outdoor festival""]","[""A large amount of people"", ""at an outdoor festival""]"
429,En exotic young lady looks perplexed while speaking with an older gentleman.,"[""looks perplexed"", ""lady"", ""speaking with an older gentleman""]","[""exotic young lady"", ""looks perplexed"", ""speaking with"", ""older gentleman""]","[""young lady looks perplexed"", ""older gentleman""]","[""exotic young lady"", ""looks perplexed"", ""older gentleman""]"
430,A man is sitting on top of a mountain.,"[""on top of a mountain""]","[""on top of a mountain""]","[""on top of a mountain""]","[""man"", ""sitting"", ""on top of a mountain""]"
431,a firefighter standing proud in front of his truck.,"[""standing proud""]","[""standing proud""]","[""standing proud""]","[""standing""]"
432,Two children and a man are looking at the grass beside a lake.,"[""looking at the grass beside a lake""]","[""Two children and a man"", ""looking at"", ""the grass beside a lake""]","[""Two children and a man"", ""looking at"", ""the grass"", ""beside a lake""]","[""Two children and a man"", ""looking at"", ""the grass beside a lake""]"
433,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,"[""man""]","[""A man"", ""crossing a busy street""]","[""A man"", ""a busy street""]","[""A man"", ""crossing a busy street""]"
434,waiting for someone on the street.,"[""on the street""]","[""on the street""]","[""on the street""]","[""waiting for someone on the street""]"
435,a young girl in red riding a unicycle,"[""riding a unicycle""]","[""riding a unicycle""]","[""riding a unicycle""]","[""a young girl"", ""riding a unicycle""]"
437,"A middle-aged man with a white beard and glasses holds up a small, wooden handmade cabinet.","[""holds up a small, wooden handmade cabinet""]","[""holds up"", ""a small, wooden handmade cabinet""]","[""holds up"", ""a small, wooden handmade cabinet""]","[""holds up a small, wooden handmade cabinet""]"
