id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
627,A child riding a bike in a fenced in circular area in front of some water,A child _____ _____ _____ in a _____ _____ _____ _____ in front of some _____,_____ _____ riding a bike _____ _____ fenced in circular area _____ _____ _____ _____ water,_____ _____ riding a bike _____ _____ fenced in circular area _____ _____ _____ _____ water,0.5000,A child _____ _____ _____ in a fenced in circular area in front of some water,_____ _____ riding a bike _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A child riding a bike in a fenced _____ circular area in front _____ some _____,0.1875,A child _____ _____ _____ in a _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ riding a bike _____ _____ fenced in circular area in front of some water,_____ _____ riding a bike _____ _____ fenced in circular area in front of some water,0.7500,A child _____ _____ _____ in a _____ _____ _____ _____ in front of _____ _____,_____ _____ riding a bike _____ _____ fenced in circular area _____ _____ _____ some water,_____ _____ riding a bike _____ _____ fenced in circular area _____ _____ _____ some water,0.5625
628,A football player holding a ball is being chased by the Knights team.,A football player _____ _____ _____ is _____ _____ by the Knights team.,_____ _____ _____ holding a ball _____ being chased _____ _____ _____ _____,_____ _____ _____ holding a ball is being chased by _____ Knights _____,0.3846,A football player _____ _____ _____ is _____ _____ by the _____ _____,_____ _____ _____ holding a ball _____ being chased _____ _____ Knights team.,_____ _____ _____ holding a ball _____ being chased _____ _____ Knights team.,0.5385,_____ _____ _____ holding a ball is _____ _____ by the Knights team.,A football player _____ _____ _____ _____ being chased _____ _____ _____ _____,A football player holding _____ _____ is being chased by _____ _____ _____,0.3846,A football player holding a ball is _____ _____ by the Knights team.,_____ _____ _____ _____ _____ _____ _____ being chased _____ _____ _____ _____,A football player _____ _____ ball is being chased by the Knights team.,0.1538
629,Two people crossing paths in the ocean while parasailing during a clear blue day.,Two people crossing paths in the _____ while _____ during a clear blue day.,_____ _____ _____ _____ _____ _____ ocean _____ parasailing _____ _____ _____ _____ _____,Two people _____ paths in the ocean while parasailing _____ a clear blue day.,0.1429,_____ _____ crossing paths in the _____ while _____ during a clear blue day.,Two people _____ _____ _____ _____ ocean _____ parasailing _____ _____ _____ _____ _____,Two people crossing _____ _____ the ocean while parasailing _____ a clear _____ day.,0.2857,_____ _____ _____ _____ _____ _____ _____ while _____ during a clear blue day.,Two people crossing paths in the ocean _____ parasailing _____ _____ _____ _____ _____,Two people crossing paths in the ocean _____ parasailing _____ _____ _____ _____ _____,0.5714,_____ _____ crossing paths in the ocean while _____ during a clear blue day.,Two people _____ _____ _____ _____ _____ _____ parasailing _____ _____ _____ _____ _____,Two people crossing _____ in the ocean while parasailing _____ a _____ blue day.,0.2143
631,A group of children are watching another child do a backflip into the water.,A group of children are _____ another child _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ watching _____ _____ do a backflip into the water.,_____ _____ _____ _____ _____ watching _____ _____ do a backflip into the water.,0.5000,A _____ _____ _____ are _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ group of children _____ watching another child do a backflip into the water.,_____ group of children _____ watching another child do a backflip into the water.,0.8571,A group of children are _____ another child _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ watching _____ _____ do a backflip into the water.,_____ _____ _____ _____ _____ watching _____ _____ do a backflip into the water.,0.5000,_____ _____ _____ _____ are _____ another child do a _____ _____ _____ _____,A group of children _____ watching _____ _____ _____ _____ backflip into the water.,A group of children _____ watching _____ _____ _____ _____ backflip into the water.,0.6429
632,A small dog runs through an obstacle course.,A small _____ _____ through an _____ _____,_____ _____ dog runs _____ _____ obstacle course.,_____ _____ dog runs _____ _____ obstacle course.,0.5000,A _____ _____ _____ through an _____ _____,_____ small dog runs _____ _____ obstacle course.,_____ small dog runs _____ _____ obstacle course.,0.6250,A small _____ _____ through an _____ _____,_____ _____ dog runs _____ _____ obstacle course.,_____ _____ dog runs _____ _____ obstacle course.,0.5000,A small _____ _____ through an _____ _____,_____ _____ dog runs _____ _____ obstacle course.,_____ _____ dog runs _____ _____ obstacle course.,0.5000
633,a man& 2 woman sitting down in the park.,a man& 2 woman _____ _____ in the park.,_____ _____ _____ _____ sitting down _____ _____ _____,a man& 2 _____ sitting down _____ the park.,0.2222,_____ _____ _____ _____ _____ _____ _____ _____ _____,a man& 2 woman sitting down in the park.,a man& 2 woman sitting down in the park.,1.0000,_____ _____ _____ _____ _____ _____ in the _____,a man& 2 woman sitting down _____ _____ park.,a man& 2 woman sitting down _____ _____ park.,0.7778,_____ _____ _____ _____ _____ _____ _____ _____ _____,a man& 2 woman sitting down in the park.,a man& 2 woman sitting down in the park.,1.0000
634,A man holding a bottle wearing tan pants talking to security officers in front of a large poster.,_____ _____ holding a bottle wearing tan pants _____ _____ _____ _____ in front of a large poster.,A man _____ _____ _____ _____ _____ _____ talking to security officers _____ _____ _____ _____ _____ _____,A man holding _____ bottle _____ tan _____ talking to security officers _____ front _____ _____ large poster.,0.3333,_____ _____ holding a bottle wearing tan pants _____ to _____ _____ in front of a large poster.,A man _____ _____ _____ _____ _____ _____ talking _____ security officers _____ _____ _____ _____ _____ _____,A man holding a bottle wearing _____ _____ talking to security officers in front of _____ _____ _____,0.2778,A man holding a bottle wearing tan pants _____ _____ _____ _____ in front of a large poster.,_____ _____ _____ _____ _____ _____ _____ _____ talking to security officers _____ _____ _____ _____ _____ _____,A man holding _____ bottle wearing tan pants talking to security officers _____ _____ of a _____ poster.,0.2222,A man holding a bottle wearing tan pants _____ to _____ _____ in front of a large poster.,_____ _____ _____ _____ _____ _____ _____ _____ talking _____ security officers _____ _____ _____ _____ _____ _____,A man holding a bottle wearing tan _____ talking _____ security officers in front of _____ large poster.,0.1667
635,People are standing around in a semi-circle facing toward two men.,People are _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ standing around in a semi-circle facing toward two men.,_____ _____ standing around in a semi-circle facing toward two men.,0.8182,_____ are standing _____ _____ _____ _____ _____ _____ _____ _____,People _____ _____ around in a semi-circle facing toward two men.,People _____ _____ around in a semi-circle facing toward two men.,0.8182,_____ are _____ _____ _____ _____ _____ _____ _____ _____ _____,People _____ standing around in a semi-circle facing toward two men.,People _____ standing around in a semi-circle facing toward two men.,0.9091,People are standing around in a _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ semi-circle facing toward two men.,_____ _____ _____ around _____ _____ semi-circle facing toward two men.,0.4545
636,An African American woman is picking tomatoes in a garden.,An African American woman is picking tomatoes in a _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ garden.,An African American woman is picking tomatoes _____ a garden.,0.1000,An African American woman is picking tomatoes in a _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ garden.,An African American _____ is picking tomatoes in a garden.,0.1000,_____ _____ _____ _____ is picking tomatoes _____ _____ _____,An African American woman _____ _____ _____ in a garden.,An African American woman _____ _____ _____ in a garden.,0.7000,An African American woman is picking tomatoes in a _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ garden.,An African American _____ is picking tomatoes in a garden.,0.1000
637,A dog stands on his hind feet and catches a stream of water.,A dog _____ _____ _____ _____ _____ and _____ _____ _____ _____ _____,_____ _____ stands on his hind feet _____ catches a stream of water.,_____ _____ stands on his hind feet _____ catches a stream of water.,0.7692,A _____ _____ _____ _____ _____ _____ and _____ _____ _____ _____ _____,_____ dog stands on his hind feet _____ catches a stream of water.,_____ dog stands on his hind feet _____ catches a stream of water.,0.8462,A _____ _____ _____ _____ _____ _____ and _____ _____ _____ _____ _____,_____ dog stands on his hind feet _____ catches a stream of water.,_____ dog stands on his hind feet _____ catches a stream of water.,0.8462,_____ _____ stands on his hind feet and _____ _____ _____ _____ _____,A dog _____ _____ _____ _____ _____ _____ catches a stream of water.,A dog _____ _____ _____ _____ _____ _____ catches a stream of water.,0.5385
639,Two groups are canoeing on a river overlooking a mountain.,Two groups are _____ on _____ _____ _____ _____ _____,_____ _____ _____ canoeing _____ a river overlooking a mountain.,_____ _____ _____ canoeing _____ a river overlooking a mountain.,0.6000,Two _____ are _____ on a _____ overlooking a _____,_____ groups _____ canoeing _____ _____ river _____ _____ mountain.,_____ groups are canoeing _____ _____ river overlooking _____ mountain.,0.4000,_____ _____ are _____ on a river overlooking a mountain.,Two groups _____ canoeing _____ _____ _____ _____ _____ _____,Two groups are canoeing on _____ _____ _____ a mountain.,0.3000,Two groups are _____ on a _____ overlooking a _____,_____ _____ _____ canoeing _____ _____ river _____ _____ mountain.,_____ groups _____ canoeing on a river _____ a mountain.,0.3000
640,Two girls are sitting on an ATV on the sand in front of a bridge.,Two girls are _____ _____ _____ _____ on the sand _____ _____ _____ _____ _____,_____ _____ _____ sitting on an ATV _____ _____ _____ in front of a bridge.,_____ _____ _____ sitting on an ATV _____ _____ _____ in front of a bridge.,0.6000,Two _____ are _____ on an _____ on the sand _____ _____ _____ _____ _____,_____ girls _____ sitting _____ _____ ATV _____ _____ _____ in front of a bridge.,_____ girls _____ sitting _____ _____ ATV _____ _____ _____ in front of a bridge.,0.5333,Two girls are _____ _____ _____ _____ on the sand in front of a bridge.,_____ _____ _____ sitting on an ATV _____ _____ _____ _____ _____ _____ _____ _____,Two girls are sitting on an ATV on the _____ in _____ _____ a _____,0.2667,Two girls are _____ on an ATV on the _____ _____ _____ _____ _____ _____,_____ _____ _____ sitting _____ _____ _____ _____ _____ sand in front of a bridge.,_____ _____ _____ sitting _____ an _____ _____ _____ sand in front of a bridge.,0.4667
641,A man in a domino mask carries an amplifier up a hill.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man in a domino mask carries an amplifier up a hill.,A man in a domino mask carries an amplifier up a hill.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man in a domino mask carries an amplifier up a hill.,A man in a domino mask carries an amplifier up a hill.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man in a domino mask carries an amplifier up a hill.,A man in a domino mask carries an amplifier up a hill.,1.0000,A _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ man in a domino mask carries an amplifier up a hill.,_____ man in a domino mask carries an amplifier up a hill.,0.9167
642,Blond mother holding her child in her arms at the aquarium.,_____ _____ _____ _____ _____ in her arms at the aquarium.,Blond mother holding her child _____ _____ _____ _____ _____ _____,Blond mother holding her child _____ _____ _____ _____ the _____,0.4545,_____ _____ _____ _____ _____ in her arms at the aquarium.,Blond mother holding her child _____ _____ _____ _____ _____ _____,Blond mother holding her child _____ _____ _____ _____ the _____,0.4545,_____ _____ _____ _____ _____ in her arms at the aquarium.,Blond mother holding her child _____ _____ _____ _____ _____ _____,Blond mother holding her child _____ her _____ _____ _____ _____,0.4545,_____ _____ _____ _____ _____ in her arms at the aquarium.,Blond mother holding her child _____ _____ _____ _____ _____ _____,Blond mother holding her child _____ her _____ _____ _____ _____,0.4545
