id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
664,a group of people inside a building that overlooks a large mountain,_____ _____ _____ _____ _____ _____ _____ that overlooks _____ _____ _____,a group of people inside a building _____ _____ a large mountain,a group of people inside a building _____ _____ a large mountain,0.8333,_____ _____ _____ _____ inside a building that overlooks _____ _____ _____,a group of people _____ _____ _____ _____ _____ a large mountain,a group of people _____ _____ _____ _____ _____ a large mountain,0.5833,_____ _____ _____ _____ _____ _____ _____ that overlooks _____ _____ _____,a group of people inside a building _____ _____ a large mountain,a group of people inside a building _____ _____ a large mountain,0.8333,a group of _____ _____ _____ _____ that _____ _____ _____ _____,_____ _____ _____ people inside a building _____ overlooks a large mountain,_____ _____ _____ people inside a building _____ overlooks a large mountain,0.6667
665,A man casually sits on a chair and talks on the cellphone as there is a bus in the background.,A man casually _____ _____ _____ _____ and _____ _____ _____ _____ as there is a bus in the background.,_____ _____ _____ sits on a chair _____ talks on the cellphone _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ sits on a chair _____ talks on the cellphone _____ there _____ a _____ in _____ background.,0.4000,_____ _____ casually _____ _____ _____ _____ and _____ _____ _____ _____ as there is _____ _____ in the background.,A man _____ sits on a chair _____ talks on the cellphone _____ _____ _____ a bus _____ _____ _____,A man _____ sits on a chair _____ talks on the cellphone _____ _____ _____ a bus _____ _____ _____,0.6000,A _____ casually sits on a _____ and talks on the _____ as there is a _____ in the background.,_____ man _____ _____ _____ _____ chair _____ _____ _____ _____ cellphone _____ _____ _____ _____ bus _____ _____ _____,_____ man _____ sits on a chair and talks on _____ cellphone _____ there is a bus in the background.,0.2000,A man casually sits on a chair and _____ _____ _____ _____ as there is a _____ in the background.,_____ _____ _____ _____ _____ _____ _____ _____ talks on the cellphone _____ _____ _____ _____ bus _____ _____ _____,_____ man casually _____ on a _____ and talks on the cellphone _____ there _____ a bus in the background.,0.2500
666,Street performers being watched by an interested crowd.,Street performers _____ _____ by an _____ _____,_____ _____ being watched _____ _____ interested crowd.,_____ _____ being watched _____ _____ interested crowd.,0.5000,Street _____ being _____ by an interested _____,_____ performers _____ watched _____ _____ _____ crowd.,Street performers _____ watched _____ _____ interested crowd.,0.3750,_____ _____ _____ _____ by an _____ _____,Street performers being watched _____ _____ interested crowd.,Street performers being watched _____ _____ interested crowd.,0.7500,Street performers _____ _____ by an _____ _____,_____ _____ being watched _____ _____ interested crowd.,_____ _____ being watched _____ _____ interested crowd.,0.5000
667,A group of four friends are drinking alcohol at a party.,A group of _____ friends are _____ _____ at a party.,_____ _____ _____ four _____ _____ drinking alcohol _____ _____ _____,A group of four _____ _____ drinking alcohol _____ a party.,0.2727,_____ _____ _____ _____ _____ are _____ _____ at a party.,A group of four friends _____ drinking alcohol _____ _____ _____,A group of four friends _____ drinking alcohol _____ _____ _____,0.6364,_____ _____ _____ _____ _____ are _____ _____ at a party.,A group of four friends _____ drinking alcohol _____ _____ _____,A group of four friends _____ drinking alcohol _____ _____ _____,0.6364,A group of four friends are _____ _____ at a party.,_____ _____ _____ _____ _____ _____ drinking alcohol _____ _____ _____,A group of _____ friends are drinking alcohol _____ a party.,0.1818
668,"The Whatcom Warrior's Goalie is focused on the puck, in front of the goal post.",The Whatcom Warrior's _____ is _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"_____ _____ _____ Goalie _____ focused on the puck, in front of the goal post.","_____ _____ _____ Goalie _____ focused on the puck, in front of the goal post.",0.7333,"The Whatcom Warrior's _____ is focused on the puck, _____ _____ _____ _____ _____ _____",_____ _____ _____ Goalie _____ _____ _____ _____ _____ in front of the goal post.,The _____ _____ Goalie _____ _____ _____ _____ _____ in front of the goal post.,0.4667,The Whatcom Warrior's _____ is _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"_____ _____ _____ Goalie _____ focused on the puck, in front of the goal post.","_____ _____ _____ Goalie _____ focused on the puck, in front of the goal post.",0.7333,The Whatcom Warrior's _____ is _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"_____ _____ _____ Goalie _____ focused on the puck, in front of the goal post.","_____ _____ _____ Goalie _____ focused on the puck, in front of the goal post.",0.7333
670,A black dog leaps through the snow near a fence.,A _____ _____ leaps _____ _____ _____ _____ _____ _____,_____ black dog _____ through the snow near a fence.,_____ black dog _____ through the snow near a fence.,0.8000,_____ _____ _____ _____ _____ _____ _____ near a fence.,A black dog leaps through the snow _____ _____ _____,A black dog leaps through the snow _____ _____ _____,0.7000,A black dog _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ leaps through the snow near a fence.,_____ _____ _____ leaps through the snow near a fence.,0.7000,A _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ black dog leaps through the snow near a fence.,_____ black dog leaps through the snow near a fence.,0.9000
671,A woman is walking her baby with a stroller at the local park.,A _____ is walking her _____ with a stroller at the local park.,_____ woman _____ _____ _____ baby _____ _____ _____ _____ _____ _____ _____,A woman is walking her baby with _____ stroller at the _____ park.,0.1538,A _____ is walking her _____ with a stroller at the local park.,_____ woman _____ _____ _____ baby _____ _____ _____ _____ _____ _____ _____,A woman is _____ her baby with a _____ at the local park.,0.1538,A _____ is walking her _____ with a stroller at the local park.,_____ woman _____ _____ _____ baby _____ _____ _____ _____ _____ _____ _____,A woman _____ walking her baby with a stroller at the local _____,0.1538,_____ _____ is walking _____ _____ with a stroller at the local park.,A woman _____ _____ her baby _____ _____ _____ _____ _____ _____ _____,A woman is walking her baby with _____ stroller _____ _____ _____ park.,0.3077
672,Two toddles play in a colorful padded play area.,_____ _____ play in a colorful padded _____ _____,Two toddles _____ _____ _____ _____ _____ play area.,Two toddles _____ _____ a _____ _____ play area.,0.4444,_____ _____ play in a colorful padded _____ _____,Two toddles _____ _____ _____ _____ _____ play area.,Two toddles _____ _____ _____ _____ padded play area.,0.4444,_____ _____ play in a colorful padded _____ _____,Two toddles _____ _____ _____ _____ _____ play area.,Two toddles _____ _____ a _____ _____ play area.,0.4444,_____ _____ play in a colorful padded _____ _____,Two toddles _____ _____ _____ _____ _____ play area.,Two toddles _____ in _____ _____ _____ play area.,0.4444
673,A couple embracing while standing in a shaft of light.,A couple _____ while standing in a shaft of light.,_____ _____ embracing _____ _____ _____ _____ _____ _____ _____,A couple embracing while standing _____ a shaft of light.,0.1000,A couple _____ while _____ _____ _____ _____ _____ _____,_____ _____ embracing _____ standing in a shaft of light.,_____ _____ embracing _____ standing in a shaft of light.,0.7000,A couple _____ while standing in a shaft of light.,_____ _____ embracing _____ _____ _____ _____ _____ _____ _____,A couple embracing while _____ in a shaft of light.,0.1000,_____ _____ _____ while standing in a shaft of light.,A couple embracing _____ _____ _____ _____ _____ _____ _____,A couple embracing _____ standing _____ a _____ of light.,0.3000
674,"A man sits on a beach wearing swim trunks and a lei, holding a blue umbrella over his head.",A man sits on a beach wearing _____ _____ and a _____ holding a blue _____ over his head.,"_____ _____ _____ _____ _____ _____ _____ swim trunks _____ _____ lei, _____ _____ _____ umbrella _____ _____ _____","_____ man sits on a beach _____ swim trunks and a lei, holding a _____ umbrella _____ his head.",0.2105,A man sits on a beach wearing _____ _____ and a _____ holding a _____ _____ over his head.,"_____ _____ _____ _____ _____ _____ _____ swim trunks _____ _____ lei, _____ _____ blue umbrella _____ _____ _____","A man sits on _____ beach wearing swim trunks and _____ lei, _____ _____ blue umbrella over his _____",0.2632,A man sits on a beach wearing _____ _____ and a _____ holding a _____ _____ over his head.,"_____ _____ _____ _____ _____ _____ _____ swim trunks _____ _____ lei, _____ _____ blue umbrella _____ _____ _____","_____ man _____ on a beach wearing swim trunks _____ a lei, holding _____ blue umbrella over _____ head.",0.2632,A man sits on a _____ wearing _____ _____ and a _____ holding a _____ _____ over his head.,"_____ _____ _____ _____ _____ beach _____ swim trunks _____ _____ lei, _____ _____ blue umbrella _____ _____ _____","_____ man sits _____ _____ beach wearing swim trunks and _____ lei, _____ a blue umbrella _____ his head.",0.3158
676,Two girls play outside with chalk.,Two girls _____ outside with _____,_____ _____ play _____ _____ chalk.,_____ girls play _____ with chalk.,0.3333,_____ _____ play outside _____ _____,Two girls _____ _____ with chalk.,Two girls _____ _____ with chalk.,0.6667,Two _____ _____ _____ with _____,_____ girls play outside _____ chalk.,_____ girls play outside _____ chalk.,0.6667,Two girls _____ outside _____ _____,_____ _____ play _____ with chalk.,_____ _____ play _____ with chalk.,0.5000
677,Man working with metal and a burning fire at his side.,Man _____ _____ _____ and _____ _____ _____ _____ _____ _____,_____ working with metal _____ a burning fire at his side.,_____ working with metal _____ a burning fire at his side.,0.8182,_____ _____ _____ _____ and _____ _____ _____ _____ _____ _____,Man working with metal _____ a burning fire at his side.,Man working with metal _____ a burning fire at his side.,0.9091,Man _____ _____ _____ and a _____ _____ _____ _____ _____,_____ working with metal _____ _____ burning fire at his side.,_____ working with metal _____ _____ burning fire at his side.,0.7273,_____ _____ _____ _____ and a burning _____ at his side.,Man working with metal _____ _____ _____ fire _____ _____ _____,Man working with metal _____ a _____ fire _____ _____ _____,0.4545
679,A man reading a newspaper is leaning up against a purple wall with graffiti.,A man _____ _____ _____ is leaning up against a purple wall with graffiti.,_____ _____ reading a newspaper _____ _____ _____ _____ _____ _____ _____ _____ _____,A _____ reading a newspaper _____ leaning _____ against a purple wall with graffiti.,0.2143,A man _____ _____ _____ is leaning up against a purple wall with graffiti.,_____ _____ reading a newspaper _____ _____ _____ _____ _____ _____ _____ _____ _____,A man reading a newspaper is leaning up _____ _____ purple wall with _____,0.2143,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man reading a newspaper is leaning up against a purple wall with graffiti.,A man reading a newspaper is leaning up against a purple wall with graffiti.,1.0000,A man _____ _____ _____ is _____ _____ _____ a purple wall with graffiti.,_____ _____ reading a newspaper _____ leaning up against _____ _____ _____ _____ _____,_____ _____ reading a newspaper _____ leaning up against a _____ wall _____ _____,0.4286
680,Men in uniforms talking in front of a building.,_____ _____ _____ _____ _____ _____ _____ _____ _____,Men in uniforms talking in front of a building.,Men in uniforms talking in front of a building.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____,Men in uniforms talking in front of a building.,Men in uniforms talking in front of a building.,1.0000,_____ _____ _____ _____ in front of a _____,Men in uniforms talking _____ _____ _____ _____ building.,Men in uniforms talking _____ _____ _____ _____ building.,0.5556,_____ _____ _____ talking in front of _____ _____,Men in uniforms _____ _____ _____ _____ a building.,Men in uniforms _____ _____ _____ _____ a building.,0.5556
681,hockey match with two guys fighting,_____ _____ with two guys _____,hockey match _____ _____ _____ fighting,hockey match _____ _____ _____ fighting,0.5000,_____ _____ with two guys _____,hockey match _____ _____ _____ fighting,hockey match _____ _____ _____ fighting,0.5000,_____ _____ with two guys fighting,hockey match _____ _____ _____ _____,hockey match with _____ _____ fighting,0.3333,_____ _____ with two guys _____,hockey match _____ _____ _____ fighting,hockey match _____ _____ _____ fighting,0.5000
