id,premise_raw,premise_original_necessity,premise_original_necessity_control,premise_original_sufficiency,premise_original_sufficiency_control,coverage_original,premise_lexical_necessity,premise_lexical_necessity_control,premise_lexical_sufficiency,premise_lexical_sufficiency_control,coverage_lexical,premise_syntactic_necessity,premise_syntactic_necessity_control,premise_syntactic_sufficiency,premise_syntactic_sufficiency_control,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_necessity_control,premise_pragmatic_sufficiency,premise_pragmatic_sufficiency_control,coverage_pragmatic
611,A brown dog is laying on its back on the grass with a ball in its mouth.,_____ _____ _____ is laying on its back on the grass with _____ _____ _____ _____ _____,A brown dog _____ _____ _____ _____ _____ _____ _____ grass _____ a ball in its mouth.,A brown dog _____ _____ _____ _____ _____ _____ _____ _____ _____ a ball in its mouth.,A _____ _____ _____ laying on _____ _____ _____ the grass _____ _____ _____ in its mouth.,0.4706,A brown dog is laying on its back on the grass with _____ _____ _____ _____ _____,A _____ _____ is laying on its back on _____ _____ _____ a ball in its mouth.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a ball in its mouth.,_____ brown _____ _____ _____ on _____ _____ _____ _____ _____ with _____ ball in _____ _____,0.2941,A _____ _____ is laying on its back on the grass with _____ _____ _____ _____ _____,_____ brown dog _____ _____ on _____ back _____ _____ grass _____ a ball in its mouth.,_____ brown dog _____ _____ _____ _____ _____ _____ _____ _____ _____ a ball in its mouth.,A _____ _____ _____ laying _____ its _____ _____ _____ grass _____ a ball _____ _____ mouth.,0.4118,_____ _____ _____ is laying on its back on the grass with _____ _____ _____ _____ _____,A brown dog _____ _____ _____ _____ _____ _____ _____ grass _____ a ball in its mouth.,A brown dog _____ _____ _____ _____ _____ _____ _____ _____ _____ a ball in its mouth.,_____ brown _____ _____ _____ _____ its _____ on the grass with _____ ball _____ its _____,0.4706
612,Person walking across a snow covered mountain.,Person _____ _____ _____ _____ _____ _____,_____ walking across a snow covered mountain.,_____ walking across a snow covered mountain.,Person walking across a snow _____ mountain.,0.8571,Person walking across a _____ _____ _____,_____ walking _____ _____ snow covered mountain.,_____ _____ _____ _____ snow covered mountain.,Person walking _____ _____ _____ covered _____,0.4286,Person _____ _____ _____ _____ _____ _____,_____ walking across a snow covered mountain.,_____ walking across a snow covered mountain.,Person walking across a _____ covered mountain.,0.8571,Person walking across a _____ _____ _____,Person _____ _____ _____ snow covered mountain.,_____ _____ _____ _____ snow covered mountain.,_____ _____ across a _____ _____ mountain.,0.4286
613,A small white dog stands on its hind legs.,_____ _____ _____ _____ _____ _____ _____ _____ _____,A small white dog stands on its hind legs.,A small white dog stands on its hind legs.,A small white dog stands on its hind legs.,1.0000,A small white _____ _____ _____ _____ _____ _____,_____ _____ _____ dog stands on its hind legs.,_____ _____ _____ dog stands on its hind legs.,A small white _____ _____ on _____ hind legs.,0.6667,A small white _____ _____ _____ _____ _____ _____,_____ _____ _____ dog stands on its hind legs.,_____ _____ _____ dog stands on its hind legs.,_____ _____ white dog _____ on its hind legs.,0.6667,A small white _____ _____ _____ _____ _____ _____,_____ _____ _____ dog stands on its hind legs.,_____ _____ _____ dog stands on its hind legs.,_____ small white _____ stands _____ its hind legs.,0.6667
614,A man in glasses is eating food.,A man in glasses is _____ _____,_____ man _____ glasses is eating food.,_____ _____ _____ _____ _____ eating food.,_____ _____ _____ glasses _____ eating _____,0.2857,A man in glasses is _____ _____,A _____ in glasses _____ eating food.,_____ _____ _____ _____ _____ eating food.,A _____ _____ glasses _____ _____ _____,0.2857,A man in glasses is _____ _____,_____ _____ in glasses is eating food.,_____ _____ _____ _____ _____ eating food.,A _____ _____ _____ is _____ _____,0.2857,A man in glasses is _____ _____,A _____ in glasses _____ eating food.,_____ _____ _____ _____ _____ eating food.,_____ _____ in glasses _____ _____ _____,0.2857
615,Asian people standing on the street waiting for a bus.,_____ _____ standing on the street waiting for a bus.,Asian people standing on the street _____ for _____ bus.,Asian people _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ standing on _____ _____ _____ _____ _____ _____,0.2000,_____ _____ standing on _____ _____ waiting for _____ _____,Asian people _____ _____ the street _____ _____ a bus.,Asian people _____ _____ the street _____ _____ a bus.,_____ people standing on _____ street _____ for a _____,0.6000,_____ _____ standing on the street _____ _____ _____ _____,Asian people _____ _____ _____ _____ waiting for a bus.,Asian people _____ _____ _____ _____ waiting for a bus.,_____ people standing _____ the _____ waiting for _____ bus.,0.6000,_____ _____ standing on the street waiting for a bus.,Asian people _____ on the street waiting for _____ bus.,Asian people _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ on _____ _____ _____ _____ a _____,0.2000
616,"Two lacrosse teams- one in black and orange, and the other in blue and white- play on a grass field.","Two _____ _____ one in black and orange, and the other in blue and white- _____ on a _____ _____",Two lacrosse teams- one in _____ and _____ and the other in _____ and white- play _____ _____ grass field.,_____ lacrosse teams- _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ play _____ _____ grass field.,_____ lacrosse teams- _____ _____ _____ _____ _____ _____ the _____ _____ _____ and _____ _____ _____ a _____ _____,0.2500,"Two lacrosse teams- one in black and orange, and the other in blue and white- _____ on a _____ _____","Two lacrosse teams- one _____ black and orange, and the _____ _____ blue and white- play on a grass field.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ play _____ _____ grass field.,_____ _____ _____ one _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ on _____ _____ field.,0.1500,"Two _____ _____ one in black and orange, and the other in blue and white- _____ on a _____ _____","Two lacrosse teams- one in _____ and orange, and _____ _____ _____ blue and _____ play on a grass field.",_____ lacrosse teams- _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ play _____ _____ grass field.,_____ _____ _____ one _____ _____ _____ _____ and _____ _____ _____ _____ and white- _____ _____ _____ _____ field.,0.2500,"Two _____ _____ one in black and orange, and the other in blue and white- _____ on a _____ _____","_____ lacrosse teams- one in black and orange, and the _____ in _____ and _____ play _____ a grass field.",_____ lacrosse teams- _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ play _____ _____ grass field.,Two _____ teams- _____ _____ _____ _____ _____ and _____ _____ in _____ _____ _____ _____ on _____ _____ _____,0.2500
617,A man sits outside in the partial shade in a hammock reading something.,A man _____ _____ in the _____ _____ in a _____ _____ _____,_____ _____ sits outside _____ _____ partial shade _____ _____ hammock reading something.,_____ _____ sits outside _____ _____ partial shade _____ _____ hammock reading something.,_____ man sits _____ _____ _____ partial shade in _____ hammock reading _____,0.5385,A man _____ outside in the partial shade in a _____ _____ _____,A _____ sits outside _____ the _____ shade in _____ hammock reading something.,_____ _____ sits _____ _____ _____ _____ _____ _____ _____ hammock reading something.,A man _____ _____ _____ _____ partial _____ _____ _____ _____ _____ something.,0.3077,A man sits outside in the partial shade _____ _____ _____ _____ _____,_____ man _____ _____ in _____ partial _____ in a hammock reading something.,_____ _____ _____ _____ _____ _____ _____ _____ in a hammock reading something.,_____ _____ _____ _____ in the _____ shade _____ a _____ reading _____,0.3846,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man sits outside in the partial shade in a hammock reading something.,A man sits outside in the partial shade in a hammock reading something.,A man sits outside in the partial shade in a hammock reading something.,1.0000
618,A man carving a pumpkin in his boxers.,A man carving a pumpkin in his _____,A man carving a pumpkin in _____ boxers.,_____ _____ _____ _____ _____ _____ _____ boxers.,_____ _____ _____ _____ _____ _____ _____ boxers.,0.1250,A man carving a pumpkin in his _____,_____ man carving a pumpkin in his boxers.,_____ _____ _____ _____ _____ _____ _____ boxers.,_____ _____ _____ _____ pumpkin _____ _____ _____,0.1250,A man carving a pumpkin in his _____,A man carving _____ pumpkin in his boxers.,_____ _____ _____ _____ _____ _____ _____ boxers.,_____ _____ _____ _____ _____ in _____ _____,0.1250,A man carving a pumpkin _____ _____ _____,_____ man _____ a _____ in his boxers.,_____ _____ _____ _____ _____ in his boxers.,_____ man carving _____ _____ _____ his _____,0.3750
619,"A baby shower was held for the new mother, there was a lovely cake in pink and white, and strawberries and punch for refreshments.","A baby shower was held for the new mother, there was a lovely _____ in pink and white, and _____ and punch for refreshments.","A baby shower was held for the new mother, there was _____ lovely cake in pink and _____ and strawberries and punch for refreshments.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ cake _____ _____ _____ _____ _____ strawberries _____ _____ _____ _____,_____ _____ shower _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ refreshments.,0.0833,"A baby shower was held for the new mother, there was _____ _____ _____ in pink and white, and _____ and _____ _____ _____","_____ baby shower _____ _____ for the _____ mother, there _____ a lovely cake in pink and _____ and strawberries _____ punch for refreshments.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a lovely cake _____ _____ _____ _____ _____ strawberries _____ punch for refreshments.,"A _____ _____ was _____ _____ _____ _____ mother, _____ _____ _____ _____ cake _____ _____ _____ white, _____ strawberries _____ punch _____ _____",0.2917,"A baby shower was held for the new mother, there was _____ _____ _____ in pink and white, and _____ and punch for refreshments.","A baby _____ _____ held for the new mother, there _____ a lovely cake in pink and white, and strawberries _____ punch for refreshments.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a lovely cake _____ _____ _____ _____ _____ strawberries _____ _____ _____ _____,A _____ _____ was _____ for _____ _____ _____ _____ _____ _____ lovely _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,0.1667,"A baby shower was held for the new mother, there was _____ _____ _____ in pink and white, and _____ and punch for refreshments.","_____ baby shower was held _____ the new mother, there was a lovely cake in pink and white, and strawberries and _____ _____ refreshments.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a lovely cake _____ _____ _____ _____ _____ strawberries _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ in pink _____ _____ _____ _____ and _____ for _____,0.1667
620,Two guys in jackets with the hoods on making a pose for the camera on the beach.,Two guys in jackets with the hoods on _____ _____ _____ for the camera on the beach.,Two _____ in _____ with the hoods on making a pose for the _____ on the beach.,_____ _____ _____ _____ _____ _____ _____ _____ making a pose _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ with _____ _____ _____ _____ _____ _____ _____ the _____ _____ the _____,0.1765,Two guys in jackets with the hoods on _____ _____ _____ for the camera on the beach.,Two guys in _____ with the hoods on making a pose for the _____ on the _____,_____ _____ _____ _____ _____ _____ _____ _____ making a pose _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ for the _____ _____ the _____,0.1765,_____ _____ in jackets with the hoods on _____ _____ _____ for the _____ on the beach.,Two guys in _____ with _____ _____ _____ making a pose _____ the camera on the _____,Two guys _____ _____ _____ _____ _____ _____ making a pose _____ _____ camera _____ _____ _____,Two _____ in jackets _____ _____ _____ _____ _____ a _____ _____ _____ _____ on the _____,0.3529,Two guys in jackets with the hoods on _____ _____ _____ for the camera on the beach.,Two guys in jackets with the _____ on making a pose for the camera _____ _____ beach.,_____ _____ _____ _____ _____ _____ _____ _____ making a pose _____ _____ _____ _____ _____ _____,Two _____ _____ jackets _____ _____ _____ _____ _____ _____ _____ for _____ _____ _____ _____ _____,0.1765
622,"A sleeping man lays on a bench, resting on the lap of an older, sleeping man.","A sleeping man _____ _____ _____ _____ _____ on the lap of an older, sleeping man.","_____ _____ _____ lays on a bench, resting _____ the lap of an older, sleeping _____","_____ _____ _____ lays on a bench, resting _____ _____ _____ _____ _____ _____ _____ _____","A _____ _____ lays _____ _____ bench, resting _____ _____ _____ _____ _____ older, _____ _____",0.3125,"_____ _____ _____ _____ _____ _____ _____ resting on the lap of an older, sleeping man.","A sleeping man lays on a bench, _____ _____ the _____ of _____ _____ _____ _____","A sleeping man lays on a bench, _____ _____ _____ _____ _____ _____ _____ _____ _____","_____ _____ _____ lays on _____ bench, _____ on _____ lap _____ _____ older, sleeping _____",0.4375,"A sleeping _____ _____ _____ _____ _____ resting on the lap of an older, sleeping _____","A _____ man lays on a bench, _____ _____ the _____ of _____ _____ sleeping man.","_____ _____ man lays on a bench, _____ _____ _____ _____ _____ _____ _____ _____ man.","_____ _____ man _____ on _____ _____ resting _____ _____ _____ _____ an older, _____ man.",0.3750,"A sleeping man _____ _____ _____ _____ resting on the lap of an older, sleeping man.","A sleeping man lays on a bench, resting on the _____ _____ an _____ _____ man.","_____ _____ _____ lays on a bench, _____ _____ _____ _____ _____ _____ _____ _____ _____","A sleeping man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ older, _____ _____",0.2500
